Unnamed: 0,lat,lon,r_summer,p_summer,r_all,p_all
17580,37.256138,-93.2999,-0.57055249,0.021010375,-0.666593653,0.014611422
17933,37.256138,-93.2999,-0.57055249,0.021010375,-0.666593653,0.014611422
18286,37.256138,-93.2999,-0.57055249,0.021010375,-0.666593653,0.014611422
18652,37.256138,-93.2999,-0.57055249,0.021010375,-0.666593653,0.014611422
19015,37.256138,-93.2999,-0.57055249,0.021010375,-0.666593653,0.014611422
19380,37.256138,-93.2999,-0.57055249,0.021010375,-0.666593653,0.014611422
19739,37.256138,-93.2999,-0.57055249,0.021010375,-0.666593653,0.014611422
20079,37.256138,-93.2999,-0.57055249,0.021010375,-0.666593653,0.014611422
17213,44.96524,-93.25476,0.66640484,0.01462337,0.966519406,0.000487797
17566,44.96524,-93.25476,0.66640484,0.01462337,0.966519406,0.000487797
17920,44.96524,-93.25476,0.66640484,0.01462337,0.966519406,0.000487797
18272,44.96524,-93.25476,0.66640484,0.01462337,0.966519406,0.000487797
18638,44.96524,-93.25476,0.66640484,0.01462337,0.966519406,0.000487797
19002,44.96524,-93.25476,0.66640484,0.01462337,0.966519406,0.000487797
19365,44.96524,-93.25476,0.66640484,0.01462337,0.966519406,0.000487797
19724,44.96524,-93.25476,0.66640484,0.01462337,0.966519406,0.000487797
20065,44.96524,-93.25476,0.66640484,0.01462337,0.966519406,0.000487797
17212,45.13768,-93.20762,-0.873439172,0.00353403,0.269405684,0.044078517
17565,45.13768,-93.20762,-0.873439172,0.00353403,0.269405684,0.044078517
17919,45.13768,-93.20762,-0.873439172,0.00353403,0.269405684,0.044078517
18271,45.13768,-93.20762,-0.873439172,0.00353403,0.269405684,0.044078517
18637,45.13768,-93.20762,-0.873439172,0.00353403,0.269405684,0.044078517
19001,45.13768,-93.20762,-0.873439172,0.00353403,0.269405684,0.044078517
19364,45.13768,-93.20762,-0.873439172,0.00353403,0.269405684,0.044078517
19723,45.13768,-93.20762,-0.873439172,0.00353403,0.269405684,0.044078517
20064,45.13768,-93.20762,-0.873439172,0.00353403,0.269405684,0.044078517
17227,37.319187,-93.204414,-0.438227238,0.030696279,0.841682575,0.004919757
17581,37.319187,-93.204414,-0.438227238,0.030696279,0.841682575,0.004919757
17934,37.319187,-93.204414,-0.438227238,0.030696279,0.841682575,0.004919757
18287,37.319187,-93.204414,-0.438227238,0.030696279,0.841682575,0.004919757
18653,37.319187,-93.204414,-0.438227238,0.030696279,0.841682575,0.004919757
19016,37.319187,-93.204414,-0.438227238,0.030696279,0.841682575,0.004919757
19381,37.319187,-93.204414,-0.438227238,0.030696279,0.841682575,0.004919757
19740,37.319187,-93.204414,-0.438227238,0.030696279,0.841682575,0.004919757
20080,37.319187,-93.204414,-0.438227238,0.030696279,0.841682575,0.004919757
17211,45.40184,-93.20306,-0.179560175,0.051507429,-0.268562791,0.044147427
17564,45.40184,-93.20306,-0.179560175,0.051507429,-0.268562791,0.044147427
17918,45.40184,-93.20306,-0.179560175,0.051507429,-0.268562791,0.044147427
18270,45.40184,-93.20306,-0.179560175,0.051507429,-0.268562791,0.044147427
18636,45.40184,-93.20306,-0.179560175,0.051507429,-0.268562791,0.044147427
19000,45.40184,-93.20306,-0.179560175,0.051507429,-0.268562791,0.044147427
